age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,native_country
43,6,9,4,1,1,4,0,0,0,40,0,39
40,3,9,2,3,0,4,1,0,0,35,0,39
31,3,10,5,13,4,2,0,0,0,40,0,39
45,3,13,2,4,0,4,1,0,0,50,1,39
70,3,9,6,0,4,4,0,0,0,4,0,39
30,3,9,2,14,0,2,1,0,0,45,0,39
40,5,5,2,3,0,4,1,0,0,40,1,39
37,3,9,2,3,0,4,1,0,0,72,0,26
46,3,3,2,7,0,4,1,0,0,40,0,26
53,3,9,0,8,1,4,0,0,0,38,0,39
63,3,9,4,3,1,4,1,0,0,40,0,39
46,1,7,2,14,0,4,1,0,0,30,0,39
46,3,9,0,1,3,4,0,0,0,45,0,39
31,3,9,2,12,0,4,1,0,0,50,1,39
33,3,9,0,4,1,4,1,0,0,60,0,39
41,3,13,4,6,1,2,1,0,0,40,0,0
46,3,10,0,12,4,4,0,0,0,40,0,39
40,3,10,2,3,0,4,1,0,0,52,0,39
20,3,10,2,12,0,4,1,0,0,30,0,39
49,5,9,2,3,0,4,1,0,0,40,1,39
24,3,13,4,12,1,4,0,0,0,40,0,39
23,3,13,4,8,1,4,1,0,0,35,0,39
47,3,10,2,3,0,4,1,0,0,40,0,39
46,5,10,2,4,0,4,1,3137,0,40,0,39
34,3,13,2,8,0,4,1,0,0,30,1,39
31,3,10,4,1,1,4,0,0,0,52,0,39
44,5,9,2,14,0,4,1,0,0,55,0,39
52,3,9,0,12,1,4,1,0,0,40,0,39
28,3,13,4,10,3,4,0,0,0,15,0,39
55,3,9,2,14,0,4,1,7688,0,40,1,39
30,3,9,2,12,0,4,1,0,0,45,0,39
41,3,10,2,12,0,4,1,0,0,50,1,39
48,1,4,2,14,0,4,1,0,1902,40,0,39
67,3,13,6,4,1,4,1,0,2392,40,1,39
39,3,13,0,13,1,4,1,0,0,40,0,39
22,3,10,4,11,1,4,1,0,0,40,0,39
35,3,9,2,12,0,4,1,0,0,44,0,39
23,3,13,2,10,0,4,1,0,0,40,0,39
21,3,13,4,0,1,1,1,0,0,25,0,0
24,3,9,4,3,1,4,1,0,0,50,0,39
82,5,9,2,3,0,4,1,0,0,40,0,5
33,3,9,2,7,0,4,1,0,0,55,1,39
28,3,9,2,14,0,4,1,4064,0,45,0,39
39,3,9,2,12,0,1,1,0,0,26,0,0
31,3,9,2,3,0,4,1,0,0,40,0,39
44,4,10,4,4,1,2,1,2202,0,45,0,39
62,3,11,2,0,0,4,1,3411,0,40,0,39
36,3,10,0,3,1,4,1,0,0,40,0,39
37,3,9,4,5,1,4,1,0,0,50,0,39
53,3,14,2,4,0,4,1,0,0,55,1,39
62,3,4,0,3,3,4,1,0,0,40,0,39
37,3,10,0,6,3,4,1,0,1504,40,0,39
40,3,10,0,4,1,4,1,0,0,40,0,39
20,3,10,4,6,2,4,1,0,0,15,0,39
24,3,13,4,10,3,4,1,0,0,20,0,39
43,4,14,2,4,0,4,1,0,0,50,1,39
60,3,10,2,3,0,0,1,0,0,40,0,39
34,1,13,2,11,0,4,1,0,0,40,1,39
37,3,6,2,14,0,4,1,0,0,55,0,39
22,3,13,4,10,4,4,1,0,0,20,0,39
53,3,9,6,12,1,4,0,0,0,30,0,39
47,3,10,2,8,0,4,1,0,0,57,1,39
35,3,10,4,7,1,2,0,0,0,30,0,39
35,3,10,0,10,4,4,0,7443,0,40,0,39
71,3,9,6,0,4,4,1,0,0,24,0,39
47,0,10,2,3,0,4,1,0,0,40,0,0
57,1,9,0,1,4,4,0,0,0,62,0,39
52,3,10,2,0,0,4,1,0,0,50,0,39
24,3,13,4,0,1,4,0,0,0,40,0,39
51,5,12,0,4,4,4,0,0,0,99,0,39
64,4,13,0,12,1,4,1,0,0,45,0,39
26,3,7,5,3,2,4,1,2907,0,50,0,39
29,3,15,4,10,3,4,1,0,0,50,0,39
33,3,14,2,10,0,4,1,0,0,45,1,39
48,4,16,2,4,5,4,0,0,0,40,1,39
41,3,13,2,1,0,4,1,0,0,40,0,39
21,3,13,4,8,2,4,1,0,0,20,0,39
43,3,14,2,4,0,4,1,0,0,43,1,39
23,5,9,4,5,1,4,1,0,0,25,0,26
44,3,10,0,14,4,4,1,1831,0,50,0,39
35,3,10,2,12,0,4,1,0,0,40,0,39
29,1,9,4,8,3,4,1,0,0,20,0,39
44,3,10,0,1,4,4,0,0,0,40,0,39
18,3,10,4,4,1,4,1,0,0,50,0,39
41,4,15,2,10,0,4,1,0,0,45,1,8
34,3,9,2,3,0,4,1,0,0,50,0,39
51,3,9,0,10,4,4,0,0,0,40,1,39
38,3,10,5,4,4,4,1,0,0,40,0,39
32,3,13,2,12,0,4,1,0,0,42,1,39
32,3,14,4,4,1,4,0,0,0,40,0,39
34,3,12,2,3,0,4,1,0,0,44,0,39
57,3,9,2,12,0,4,1,0,0,50,0,39
34,3,11,4,10,4,4,0,0,0,40,0,11
43,3,11,2,13,5,4,0,0,1902,32,1,39
23,3,9,4,12,3,4,1,0,0,40,0,39
23,4,13,4,5,1,4,1,0,0,40,0,39
45,3,9,0,8,1,2,0,0,0,35,0,39
43,5,9,2,1,5,4,0,0,0,20,1,39
23,3,10,4,13,1,4,1,0,0,48,0,39
20,3,12,4,0,1,4,1,0,0,40,0,39
26,3,9,4,1,3,4,0,0,0,40,0,39
29,6,10,0,1,4,2,1,0,0,40,0,39
22,5,9,4,3,2,4,1,0,0,20,0,39
17,3,6,4,8,3,4,1,0,0,25,0,39
58,3,13,2,12,0,4,1,0,0,40,0,39
47,3,9,3,3,1,2,0,0,0,40,0,39
24,3,12,4,12,1,2,1,0,0,40,0,0
44,3,13,2,4,0,4,1,0,0,70,1,39
39,3,9,2,8,2,2,0,0,0,40,0,39
42,3,13,2,4,0,4,1,3137,0,40,0,39
30,3,10,2,6,0,4,1,0,0,44,0,39
34,5,9,4,3,1,4,1,0,0,50,0,39
38,3,10,2,4,0,2,1,0,0,50,0,39
62,3,13,2,10,0,4,1,3103,0,40,1,39
29,3,13,4,1,3,4,0,0,0,40,0,32
42,3,9,4,3,1,4,1,0,0,40,0,39
62,3,9,2,4,0,4,1,0,0,12,0,39
29,5,13,4,10,2,4,1,0,0,40,0,39
31,3,5,0,14,1,4,1,0,0,40,0,39
53,4,10,2,5,0,4,1,0,0,60,0,39
45,3,16,2,10,0,4,1,7688,0,50,1,39
39,3,12,2,1,5,4,0,0,0,25,1,39
51,5,12,2,4,0,4,1,0,0,40,0,39
43,3,11,2,4,0,4,1,15024,0,40,1,39
46,1,13,2,10,5,4,0,0,0,70,0,39
28,3,16,4,1,3,4,1,0,0,18,0,39
18,3,10,4,12,3,4,0,0,0,35,0,39
24,5,13,4,5,4,4,1,0,0,50,0,39
40,3,10,2,4,0,4,1,0,0,45,1,39
38,5,9,2,13,0,4,1,0,0,50,0,39
45,3,10,3,1,1,4,0,0,0,40,0,39
76,3,7,6,0,2,4,0,0,0,16,0,39
41,3,11,0,0,1,4,1,0,0,80,0,39
57,5,10,2,12,0,4,1,99999,0,45,1,39
65,3,14,0,12,1,4,1,0,0,28,0,39
17,3,7,4,8,3,4,1,0,0,20,0,9
75,3,9,6,0,1,4,0,0,0,8,0,39
18,3,7,4,6,3,4,1,0,0,15,0,39
55,3,9,0,1,1,4,0,0,0,40,0,39
30,3,10,0,3,1,4,1,0,0,65,0,39
33,3,13,0,1,1,4,0,0,0,45,0,39
17,3,7,4,10,3,4,0,0,0,20,0,39
44,5,9,2,5,0,4,1,0,0,40,1,39
20,3,9,2,3,0,4,1,3781,0,35,0,39
42,3,12,2,12,0,4,1,0,0,55,1,39
38,5,13,2,5,0,4,1,0,0,60,0,39
34,3,9,4,7,1,2,1,0,2001,40,0,39
33,3,9,2,7,0,1,1,0,0,40,0,35
36,3,14,4,10,3,4,1,0,0,40,0,39
61,3,8,3,10,1,4,1,0,0,40,0,39
46,3,9,2,7,0,4,1,0,0,50,1,39
46,5,16,4,10,1,4,0,0,0,45,0,39
50,3,9,6,10,4,2,0,0,0,40,0,39
40,3,9,5,8,4,4,0,0,0,47,0,39
22,3,12,4,4,1,4,1,0,0,55,0,39
29,3,9,4,0,3,4,1,0,0,50,0,39
35,3,5,4,6,1,2,1,0,0,40,0,39
34,1,10,4,11,3,4,1,0,0,40,0,39
46,6,13,2,10,0,4,1,0,0,38,0,39
38,3,9,2,6,0,4,1,0,0,40,0,39
29,5,9,4,14,4,2,1,0,0,45,0,39
30,3,9,2,7,0,4,1,0,0,40,0,39
29,3,3,4,8,1,4,1,0,0,25,0,26
21,3,10,4,0,3,2,0,0,0,40,0,39
61,5,10,6,7,1,4,0,0,0,40,0,39
27,3,7,0,0,4,4,0,0,0,35,0,39
21,3,9,4,1,3,4,1,0,0,40,0,39
20,3,10,4,12,1,4,0,0,0,30,0,39
47,3,5,3,6,4,4,1,0,0,40,0,8
26,3,10,4,8,3,4,1,0,0,20,0,39
43,1,9,0,11,4,4,0,0,0,40,0,39
39,3,9,0,7,1,2,0,0,0,70,0,39
65,3,9,2,4,0,4,1,0,0,40,1,39
38,3,9,2,7,0,4,1,0,0,48,1,39
36,3,14,2,4,0,4,1,0,0,50,1,39
57,3,13,2,0,0,4,1,0,0,8,0,39
57,0,13,2,10,0,4,1,0,0,40,1,39
20,3,9,4,12,1,1,0,0,0,25,0,39
37,4,13,2,12,0,4,1,0,2415,50,1,39
38,3,10,2,8,5,2,0,0,0,40,0,39
39,6,13,0,11,1,4,1,0,0,40,1,26
42,3,10,0,1,4,4,0,0,0,12,0,39
70,3,5,2,7,5,4,0,2653,0,40,0,39
25,3,10,4,7,1,4,0,0,0,25,0,39
39,3,9,2,3,0,4,1,0,0,40,0,39
37,3,11,2,13,5,4,0,0,0,37,1,39
54,3,10,2,11,0,4,1,0,0,40,1,39
19,3,7,2,0,5,1,0,0,0,40,0,25
36,3,14,2,10,5,4,0,0,0,50,1,39
33,3,10,2,14,0,2,1,0,0,50,1,39
70,3,9,2,0,0,4,1,0,0,40,0,39
26,1,13,4,11,3,4,1,0,0,40,0,39
34,3,11,2,8,0,4,1,0,0,40,1,39
41,3,13,4,10,1,4,1,0,0,40,1,39
32,3,13,4,10,1,4,1,0,0,40,0,39
48,5,10,0,12,1,4,0,3325,0,60,0,39
62,3,13,2,0,0,4,1,0,0,4,0,39
28,3,4,2,6,0,4,1,0,0,40,0,26
22,3,4,4,0,3,4,1,0,0,40,0,39
20,1,9,4,8,4,2,0,0,0,40,0,39
20,3,10,4,0,3,4,0,0,0,8,0,39
56,3,5,0,12,4,4,0,0,0,40,0,39
33,3,13,2,1,0,4,1,0,1579,42,0,39
41,1,9,0,4,4,4,0,0,0,40,0,39
51,3,11,2,8,0,4,1,0,0,50,1,11
22,3,10,4,0,3,4,1,0,0,2,0,39
39,1,14,2,10,5,4,0,0,0,50,1,9
39,3,9,2,1,0,4,1,0,0,40,1,39
21,3,9,2,6,0,4,1,0,0,40,0,39
45,6,10,4,1,4,4,0,0,0,40,0,39
35,3,9,2,5,0,4,1,0,0,35,0,39
41,5,14,0,12,4,4,1,0,0,5,1,39
26,3,9,2,1,5,4,0,0,0,40,0,39
38,5,13,4,3,1,0,1,0,0,30,0,39
44,5,10,4,5,3,4,1,0,0,60,0,39
75,4,9,2,1,0,4,1,0,0,26,0,39
58,3,9,2,5,0,4,1,0,0,20,0,39
49,3,9,2,12,0,4,1,0,1672,44,0,39
28,3,13,4,0,1,4,1,0,0,18,0,39
35,3,9,2,4,0,4,1,0,0,50,1,39
42,1,14,2,4,0,4,1,0,1902,60,1,39
59,0,10,2,3,0,4,1,0,0,36,0,39
22,3,10,4,12,1,4,1,0,0,35,0,0
27,3,10,4,1,1,4,0,0,0,40,0,39
62,3,9,0,8,1,4,0,0,0,84,0,39
47,3,9,2,0,0,4,1,0,0,40,0,39
54,3,9,2,3,0,4,1,0,0,40,0,39
25,3,9,0,1,1,4,0,0,0,40,0,39
30,1,13,2,10,0,4,1,0,0,40,0,39
60,4,13,2,4,0,4,1,7298,0,60,1,39
35,3,9,2,3,0,4,1,0,1740,40,0,39
25,3,13,4,10,3,4,0,0,2339,35,0,39
47,3,12,2,12,0,4,1,5178,0,50,1,39
29,5,9,4,5,1,4,1,0,0,40,0,39
27,3,10,4,1,1,4,0,0,0,39,0,39
31,5,9,2,8,5,4,0,0,2415,40,1,39
53,3,14,2,4,0,4,1,0,0,48,1,39
46,3,11,0,1,1,4,0,0,0,40,0,39
46,3,10,2,12,0,4,1,15024,0,40,1,39
27,3,11,4,10,1,4,0,0,1876,36,0,2
22,0,13,4,13,3,4,1,0,0,8,0,39
56,3,7,0,3,1,4,1,0,0,49,0,39
47,6,11,2,4,0,4,1,0,0,38,1,39
35,3,13,2,10,0,4,1,0,0,60,0,39
29,3,9,4,14,3,4,1,0,0,40,0,39
38,3,10,2,8,5,4,0,0,0,40,0,39
40,3,9,0,4,4,4,0,0,625,52,0,39
50,0,10,2,4,0,4,1,0,0,40,1,39
39,3,10,0,7,4,4,0,0,0,40,0,39
36,3,9,0,8,3,4,0,0,0,30,0,39
26,1,13,4,1,1,4,1,0,0,42,0,39
38,3,11,2,4,0,4,1,0,0,50,1,39
35,3,13,3,3,4,4,1,0,0,40,0,39
21,3,10,4,12,1,4,1,0,0,40,0,39
46,0,9,2,1,5,4,0,0,0,40,1,39
41,3,9,0,7,3,4,1,0,0,40,0,39
42,1,14,2,10,0,4,1,0,0,35,1,39
21,5,4,4,3,1,4,1,0,0,40,0,39
47,1,10,4,11,1,2,1,0,0,40,0,39
40,0,9,4,1,4,2,0,0,0,40,0,39
47,1,14,4,10,1,4,0,0,0,45,1,39
54,5,4,0,14,1,4,1,0,0,45,0,5
27,3,12,4,12,1,4,1,0,0,52,0,39
22,3,10,4,12,3,4,1,0,0,8,0,39
27,6,13,4,10,4,4,1,0,0,50,0,39
36,3,9,6,6,4,4,0,0,0,30,0,39
36,3,9,0,3,1,4,1,0,0,40,0,39
26,3,10,4,1,1,2,0,0,0,40,0,39
39,3,10,0,7,3,4,0,0,0,40,0,39
67,3,4,6,0,1,4,0,0,0,35,0,39
19,3,7,4,7,1,4,1,0,0,10,0,39
52,3,13,0,12,1,4,1,0,0,60,0,39
18,3,7,4,12,3,4,0,0,0,20,0,39
64,0,10,2,14,0,4,1,0,0,40,1,39
19,3,10,4,8,3,4,0,0,0,30,0,39
50,3,9,0,1,1,4,0,0,0,40,0,39
31,3,13,2,12,0,4,1,0,0,40,1,39
55,3,9,4,12,1,4,1,0,0,38,0,39
21,3,9,4,1,3,4,0,0,0,40,0,39
39,3,6,2,6,0,4,1,0,0,45,0,39
27,1,11,4,13,3,4,0,0,0,38,0,39
38,3,10,0,3,1,4,1,0,0,40,0,20
32,3,9,4,12,1,4,0,0,0,50,0,39
46,3,10,2,12,0,4,1,0,0,50,1,39
23,3,9,4,1,3,4,0,0,0,40,0,39
37,3,11,2,14,0,4,1,15024,0,50,1,39
32,3,10,2,13,0,4,1,0,0,50,0,39
21,3,10,4,0,3,4,0,0,0,35,0,39
25,3,13,4,12,3,4,0,0,0,20,0,39
34,3,10,2,4,0,4,1,0,0,42,1,39
44,5,15,2,10,0,4,1,99999,0,50,1,39
50,1,9,6,14,4,4,0,0,0,40,0,39
28,3,7,4,0,1,2,0,0,0,40,0,39
24,3,9,4,14,4,2,1,0,0,40,0,39
43,3,14,2,10,0,3,1,0,0,50,0,39
24,6,10,2,10,0,4,1,0,0,40,0,39
20,3,7,2,5,3,4,1,0,0,40,0,26
37,3,9,0,5,1,4,1,0,0,40,0,39
22,3,9,4,8,3,4,0,0,0,40,0,39
26,3,9,2,14,0,3,1,0,0,40,0,39
25,3,9,5,11,3,2,1,0,0,40,0,39
25,3,13,2,13,0,4,1,5178,0,40,1,39
42,3,9,0,3,2,4,0,0,0,40,0,39
33,3,13,2,12,0,4,1,0,1902,55,1,39
37,3,10,6,3,4,4,1,0,0,40,0,39
27,3,9,4,14,1,4,1,0,1876,75,0,39
59,3,16,2,4,0,4,1,0,0,40,1,39
23,3,9,4,9,4,3,0,0,0,40,0,13
49,3,14,2,10,0,4,1,0,0,40,0,39
43,3,9,6,7,4,4,0,0,0,60,0,39
25,3,10,4,7,1,4,1,0,0,42,0,39
27,3,2,4,3,1,4,1,0,0,40,0,26
41,0,13,0,10,1,4,1,0,0,40,0,39
29,3,9,2,6,0,4,1,0,0,42,0,39
25,6,14,4,10,1,4,0,0,0,37,0,39
37,3,14,0,10,4,4,1,0,0,48,0,39
21,3,8,4,1,2,2,1,0,0,48,0,0
35,3,13,4,1,1,4,0,0,0,43,0,39
25,3,13,4,8,1,4,0,0,0,20,0,39
23,3,10,4,3,3,4,1,0,0,40,0,39
49,3,10,0,8,1,4,0,0,0,40,0,39
37,3,10,2,3,0,4,1,0,0,35,1,39
40,3,10,2,14,0,4,1,0,0,40,0,39
59,5,10,2,5,0,4,1,0,1579,60,0,39
20,3,10,4,1,3,3,0,0,0,40,0,39
45,3,9,2,3,0,4,1,0,0,47,1,39
39,3,9,2,3,0,4,1,0,0,40,0,39
27,3,10,2,0,5,4,0,0,0,40,1,39
26,3,9,2,3,0,4,1,0,0,40,0,39
29,3,14,2,12,0,4,1,7298,0,40,1,39
64,3,13,0,4,1,4,1,27828,0,55,1,39
60,3,9,0,1,4,4,0,0,0,37,0,39
24,3,13,4,4,3,4,1,0,0,45,0,39
33,3,13,2,4,0,4,1,15024,0,50,1,39
45,1,14,0,10,4,2,0,0,0,40,0,39
22,3,10,4,0,3,4,1,0,0,36,0,39
23,3,9,4,7,3,2,1,0,0,40,0,39
50,6,11,2,10,0,4,1,0,0,40,0,39
39,3,1,4,8,1,4,0,0,0,12,0,39
49,3,8,0,0,2,2,1,0,0,40,0,39
24,3,4,2,3,0,4,1,2635,0,38,0,39
61,3,9,6,3,1,2,0,0,1669,50,0,39
28,3,12,5,8,1,4,1,0,0,40,0,39
19,3,10,4,0,3,4,0,0,0,35,0,39
24,3,9,4,4,3,4,1,0,0,40,0,39
21,3,10,4,9,3,4,0,0,0,40,0,39
42,3,13,2,4,0,4,1,0,0,40,1,39
39,3,9,2,7,0,4,1,0,0,42,1,39
23,3,9,4,3,4,4,1,0,0,45,0,28
25,3,7,4,8,1,4,1,0,0,99,0,39
31,1,13,2,11,0,4,1,0,0,97,1,39
55,0,14,2,4,0,4,1,0,0,60,1,39
36,3,12,2,3,0,4,1,0,0,35,0,39
63,4,11,2,4,0,4,1,0,0,40,1,39
22,1,9,4,5,3,4,1,0,0,40,0,39
36,3,9,0,4,4,4,1,0,0,40,0,39
24,0,13,4,2,1,4,1,0,0,40,0,39
24,3,7,4,3,1,2,1,0,0,35,0,23
37,0,9,2,1,0,2,1,0,0,40,0,39
65,5,6,2,3,0,4,1,0,0,40,0,39
54,1,9,2,3,0,4,1,0,0,40,1,39
21,3,10,3,12,3,2,0,0,0,20,0,39
90,3,10,4,0,3,1,1,0,0,10,0,35
54,3,12,2,12,0,4,1,0,0,45,0,39
38,3,6,0,3,1,4,1,0,0,40,0,39
38,5,13,2,12,0,4,1,7298,0,50,1,39
24,3,13,4,1,3,4,1,0,0,39,0,39
37,5,9,2,4,0,4,1,0,1848,65,1,39
30,3,11,2,4,0,4,1,0,0,48,0,39
39,3,14,4,10,1,4,1,0,0,60,0,39
51,3,7,6,6,4,2,0,0,0,40,0,39
59,3,6,2,14,0,4,1,0,0,45,1,39
26,3,13,6,4,1,4,0,0,0,55,0,39
60,4,10,2,4,0,4,1,0,0,40,0,39
43,6,16,4,10,1,4,0,0,0,40,0,39
41,5,15,2,10,0,4,1,0,0,50,1,39
31,3,11,0,13,4,4,0,0,0,40,0,39
27,3,10,4,1,1,4,0,0,0,40,0,39
30,3,13,4,10,1,4,0,0,0,40,0,39
23,3,9,4,12,1,4,1,0,0,48,0,39
31,3,13,0,8,1,1,1,99999,0,70,1,39
29,3,10,2,13,0,4,1,0,0,40,0,39
25,3,9,4,7,3,4,1,0,0,36,0,39
33,3,13,2,8,5,4,0,0,0,40,0,0
21,3,10,4,0,3,1,1,0,0,40,0,36
19,3,6,4,12,4,2,0,0,0,40,0,39
61,1,13,0,8,1,4,1,0,0,30,0,39
53,6,10,2,11,0,4,1,0,0,60,0,39
31,3,9,2,1,0,0,1,0,0,40,1,39
38,3,7,0,7,1,4,1,0,0,65,0,39
28,3,6,0,7,3,4,0,0,0,40,0,39
36,1,13,0,10,4,2,0,0,0,40,0,39
25,3,10,4,8,1,3,0,0,0,40,0,39
69,0,7,6,1,1,4,0,0,0,20,0,39
26,3,13,4,4,1,4,0,0,0,45,0,39
37,3,5,0,3,3,4,1,0,0,35,0,39
73,3,2,2,0,0,4,1,0,0,40,0,32
51,3,9,4,3,4,4,0,0,0,45,0,26
29,3,9,4,3,2,4,1,0,0,40,0,39
26,1,13,2,10,5,2,0,0,0,40,1,39
57,3,9,2,7,0,4,1,0,0,40,0,39
46,3,14,2,4,0,4,1,15024,0,65,1,39
28,4,9,4,1,3,4,0,0,0,35,0,39
29,3,9,2,6,0,2,1,0,0,40,0,39
56,0,14,2,4,0,4,1,0,0,40,1,32
39,3,9,2,6,0,4,1,0,0,40,0,39
58,0,10,2,4,0,4,1,15024,0,40,1,39
29,3,12,2,1,0,4,1,0,0,40,0,39
43,3,10,2,14,0,4,1,0,0,50,1,39
48,3,9,2,8,0,4,1,0,0,50,0,39
29,3,9,5,12,4,4,0,0,0,35,0,39
45,0,10,6,13,1,4,0,0,0,45,1,39
35,6,10,0,1,4,4,0,0,0,15,0,39
21,3,9,4,7,3,4,1,0,0,40,0,39
39,3,13,2,3,0,4,1,0,0,40,0,39
69,1,9,2,3,0,4,1,1424,0,6,0,39
21,3,12,4,1,3,4,1,0,0,35,0,39
28,3,9,4,8,1,2,1,0,0,40,0,39
77,3,9,6,0,1,4,0,0,0,14,0,39
35,3,12,2,8,5,4,0,0,0,35,1,39
26,3,4,4,6,4,4,1,0,0,40,0,13
48,3,7,4,8,1,4,0,0,0,30,0,39
44,3,5,4,7,1,4,1,0,0,40,0,39
26,3,13,4,1,1,4,1,6849,0,65,0,39
48,4,10,2,4,0,4,1,0,0,40,1,39
44,3,11,2,3,0,4,1,0,0,40,1,39
39,4,13,2,4,0,4,1,15024,0,50,1,39
43,1,10,0,1,4,4,0,0,0,40,0,39
40,3,10,2,7,0,4,1,0,0,50,1,39
65,3,10,2,4,0,4,1,0,0,40,0,39
31,3,10,2,12,0,4,1,0,0,40,0,39
21,3,10,2,8,0,4,1,0,0,40,0,39
34,3,10,4,1,4,2,0,0,0,40,0,39
22,3,13,4,10,1,4,1,0,0,40,0,39
25,3,9,4,12,3,4,1,0,0,35,0,39
33,3,2,2,3,0,4,1,0,0,35,0,26
41,3,14,2,4,0,4,1,0,0,40,1,39
31,1,9,2,3,0,4,1,0,0,40,0,39
30,3,10,4,10,3,4,1,0,0,40,0,26
28,6,15,4,10,1,4,1,0,0,90,0,39
46,5,13,2,3,0,4,1,0,0,40,0,39
30,3,13,2,3,0,1,1,0,0,36,1,40
30,3,9,4,12,1,4,0,0,0,35,0,39
25,6,10,2,4,5,4,0,0,0,19,0,39
25,3,13,2,10,0,4,1,0,0,40,0,39
40,3,9,0,1,3,4,1,0,0,40,0,39
28,4,9,2,12,0,2,1,99999,0,40,1,39
42,0,9,5,1,4,2,0,0,0,40,0,39
21,3,9,4,3,3,2,1,0,0,40,0,39
25,3,13,4,10,1,4,0,0,0,40,0,39
50,3,13,2,4,0,4,1,0,1902,50,1,39
20,3,10,4,4,1,4,0,0,0,40,0,39
26,3,9,4,1,4,2,0,0,0,40,0,23
46,3,9,2,14,0,4,1,0,0,40,0,39
32,3,9,4,3,3,2,1,0,0,38,0,39
31,3,11,2,14,0,4,1,0,0,30,1,39
31,3,9,4,8,3,4,1,0,0,35,0,39
55,0,10,2,1,0,4,1,0,0,40,0,39
45,1,14,4,10,1,4,1,0,0,50,1,39
58,3,9,0,1,4,4,0,2174,0,40,0,39
21,3,12,4,1,3,4,0,0,0,8,0,39
24,5,10,2,14,0,4,1,0,0,60,0,39
19,3,9,4,0,1,3,1,0,0,30,0,39
24,3,9,4,12,1,4,1,0,0,40,0,39
36,3,9,2,1,0,4,1,0,0,50,1,39
27,3,10,2,4,0,4,1,0,0,60,0,39
39,1,9,2,11,0,4,1,0,1887,40,1,39
29,3,13,2,10,0,4,1,5013,0,40,0,11
26,3,11,0,3,3,4,1,0,0,40,0,39
35,3,9,2,0,0,4,1,0,0,40,0,39
59,3,9,2,7,0,4,1,0,1887,40,1,39
21,3,9,4,12,3,4,1,0,0,44,0,39
20,3,5,4,7,3,4,0,0,0,11,0,27
57,3,14,2,4,0,4,1,0,0,60,1,39
26,3,9,4,14,1,4,1,0,0,40,0,39
43,5,10,2,3,0,4,1,0,0,50,0,39
52,1,14,2,10,0,2,1,0,0,40,1,39
60,3,9,2,0,0,4,1,0,0,50,1,39
37,5,16,4,10,1,4,0,0,2559,60,1,39
29,3,13,4,4,3,4,0,3325,0,10,0,39
66,3,10,2,0,0,4,1,0,0,20,0,39
33,3,9,5,13,1,4,1,0,0,46,0,39
34,1,9,2,11,0,4,1,0,0,57,1,39
49,6,9,2,10,0,4,1,0,0,40,1,39
34,5,6,2,5,0,4,1,0,0,40,0,39
30,1,13,2,10,0,4,1,0,0,50,1,39
38,3,9,2,1,0,4,1,0,0,42,0,39
57,3,15,4,10,1,4,0,0,0,40,0,39
53,3,9,2,3,0,4,1,0,0,50,1,39
32,3,13,2,4,0,4,1,7298,0,45,1,39
23,3,10,4,10,3,4,0,0,0,25,0,39
33,3,9,2,3,0,4,1,0,0,30,0,39
21,3,9,4,11,1,4,1,0,0,40,0,39
35,3,8,0,3,1,4,1,0,0,50,1,39
35,0,13,4,13,1,1,1,0,0,28,0,0
19,3,10,4,8,3,4,0,0,0,15,0,39
28,3,9,2,7,0,4,1,0,0,40,0,39
54,3,2,2,8,0,4,1,0,0,35,0,26
23,3,11,4,13,1,4,0,0,0,40,0,39
90,3,10,5,1,3,4,0,0,0,40,0,33
52,5,6,2,3,0,4,1,0,0,35,0,39
34,3,13,2,4,0,4,1,0,0,45,1,39
26,3,5,2,3,0,4,1,0,0,35,0,39
22,0,10,4,1,3,2,1,0,0,20,0,39
33,3,9,2,3,0,4,1,0,0,40,0,39
46,3,9,0,3,1,4,1,0,1741,40,0,39
23,5,12,4,3,1,4,1,0,0,30,0,39
32,6,10,4,1,1,2,0,0,0,40,0,39
34,3,9,2,14,0,4,1,0,0,40,0,39
30,3,10,4,3,3,4,1,0,0,40,0,39
25,3,11,2,12,0,4,1,0,0,41,0,39
46,6,9,2,8,0,2,1,7298,0,40,1,39
24,3,11,4,3,1,4,1,0,0,55,0,39
59,4,11,0,10,1,4,1,0,0,50,1,39
41,6,14,2,10,0,4,1,0,0,40,1,39
35,0,9,2,1,0,4,1,0,0,40,0,39
46,3,5,0,8,1,4,1,0,0,25,0,39
46,0,7,6,1,1,4,0,0,0,40,0,39
48,5,14,6,4,4,4,0,0,0,40,1,0
50,3,9,2,3,0,4,1,0,0,50,0,39
62,3,9,2,0,0,4,1,0,0,18,0,39
34,3,13,4,13,1,4,0,0,0,40,0,39
44,1,14,2,10,0,4,1,0,0,35,0,39
33,3,8,4,11,3,2,1,0,0,40,0,39
23,3,6,2,7,3,1,0,0,0,40,0,40
28,3,9,0,1,1,4,0,0,0,40,0,39
33,1,13,2,11,0,2,1,0,0,70,1,39
26,3,10,2,1,0,4,1,0,2051,40,0,39
21,3,10,4,1,2,4,0,0,0,40,0,26
40,6,14,2,10,0,4,1,0,0,35,1,39
40,4,9,0,1,4,4,0,0,0,15,0,0
40,3,9,2,14,0,4,1,0,0,35,0,39
26,3,13,2,0,5,4,0,0,1977,40,1,39
